0003C67D.png,856.1,433.7,926.4,525.7,0.405,1,
0003C67D.png,866.3,449.9,909.2,488.8,0.236,1,
0003C67D.png,787.3,407.6,989.6,615.7,0.082,1,
0004465C.png,614.1,325.5,962.3,677.1,0.061,1,
0004465C.png,656.3,523.0,764.7,653.7,0.051,1,
000526AA.png,771.2,467.3,875.9,585.2,0.270,1,
000526AA.png,807.3,491.9,855.8,539.6,0.084,1,
000526AA.png,626.0,132.9,768.4,223.7,0.073,1,
0005776A.png,1077.0,289.3,1200.6,410.0,0.670,1,
0005776A.png,1032.4,201.9,1256.7,487.5,0.060,1,
00063124.png,996.6,252.5,1180.0,438.5,0.691,1,
00063124.png,1063.1,278.1,1145.2,387.9,0.086,1,
0006A79D.png,748.9,263.0,814.8,317.2,0.115,1,
0006A79D.png,657.0,755.8,705.0,801.3,0.053,1,
0006FB4A.png,612.4,305.7,673.7,350.1,0.088,1,
0006FB4A.png,831.3,226.3,1016.0,451.3,0.083,1,
0007371B.png,551.3,266.1,652.7,356.7,0.131,1,
0007371B.png,474.7,230.6,681.0,386.7,0.087,1,
000775D9.png,565.5,432.9,681.7,550.9,0.183,1,
0007CEC7.png,762.6,381.5,869.1,507.9,0.055,1,
00086B74.png,980.2,580.5,1104.6,704.5,0.748,1,
0008ADDC.png,988.7,512.9,1071.3,624.4,0.103,1,
00090F84.png,955.5,204.8,1075.0,322.5,0.522,1,
00090F84.png,1023.4,85.7,1132.8,181.4,0.507,1,
00090F84.png,988.9,257.4,1047.8,304.5,0.229,1,
00090F84.png,912.7,117.4,1149.6,329.5,0.073,1,
00090F84.png,810.6,427.8,895.7,519.9,0.072,1,
00090F84.png,692.4,205.7,1119.4,464.5,0.065,1,
00096517.png,882.4,157.6,1110.0,361.1,0.268,1,
00096517.png,932.7,190.8,1056.6,296.9,0.233,1,
00096517.png,831.8,394.8,878.1,446.9,0.182,1,
00096517.png,886.8,311.0,934.9,356.9,0.080,1,
00096517.png,941.4,7.5,980.0,35.0,0.067,1,
00096517.png,677.0,329.6,889.1,545.6,0.058,1,
00096517.png,812.1,227.2,864.6,284.7,0.053,1,
000A658F.png,1132.3,445.6,1180.6,490.6,0.158,1,
86089D4C.png,1351.1,2.8,1463.7,71.5,0.075,1,
86089D4C.png,734.0,350.2,779.9,407.4,0.074,1,
860D2247.png,578.7,582.9,687.9,689.8,0.749,1,
860D2247.png,519.6,526.4,710.5,739.9,0.407,1,
860DA811.png,853.5,414.1,970.3,541.7,0.650,1,
860DA811.png,793.2,347.7,996.5,594.0,0.050,1,
860E963A.png,733.9,385.1,825.9,494.1,0.317,1,
860F28B6.png,733.9,385.1,825.9,494.1,0.317,1,
860FF462.png,469.5,413.1,744.7,577.1,0.083,1,
860FF462.png,694.9,400.9,752.6,505.7,0.071,1,
86145646.png,518.1,260.4,663.8,386.2,0.783,1,
861484B8.png,545.7,342.1,646.8,471.7,0.081,1,
86157784.png,769.2,460.4,895.4,589.9,0.691,1,
86157784.png,693.7,373.8,909.9,655.3,0.072,1,
8615AD69.png,705.5,449.1,800.5,605.7,0.725,1,
8615AD69.png,735.3,453.7,777.9,501.9,0.053,1,
8617821A.png,959.1,342.3,1056.7,457.8,0.736,1,
8617821A.png,986.5,384.1,1033.6,434.0,0.095,1,
8617D887.png,1030.1,330.3,1136.8,444.2,0.267,1,
8618B0D6.png,939.9,442.0,1041.1,570.3,0.446,1,
8618B0D6.png,919.6,383.0,1146.4,590.2,0.301,1,
861B2A03.png,1019.5,324.9,1153.1,436.4,0.252,1,
861B2A03.png,978.4,261.7,1212.8,479.5,0.057,1,
861DA7D5.png,1114.7,449.8,1236.1,579.5,0.805,1,
861DA7D5.png,1042.8,361.8,1247.7,654.1,0.299,1,
861E0110.png,766.6,552.9,905.7,667.9,0.751,1,
861E0110.png,783.5,592.6,856.6,656.4,0.235,1,
