FILE003023112.png,923.7,688.9,1225.1,991.7,0.955,1,
FILE003024902.png,3.8,1032.5,119.1,1189.4,0.662,1,
FILE003123348.png,1299.3,1423.8,1380.2,1515.9,0.862,1,
FILE003129427.png,653.8,921.4,897.3,1130.0,0.832,1,
FILE003131786.png,735.7,1066.6,822.3,1190.3,0.795,1,
FILE003131786.png,686.7,744.7,802.0,860.9,0.774,1,
FILE003215044.png,260.8,446.3,624.3,843.1,0.871,1,
FILE003228747.png,134.3,668.6,282.7,781.8,0.716,1,
FILE03043928.png,765.0,426.5,1083.3,850.2,0.866,1,
FILE03043928.png,1103.0,471.9,1284.6,658.5,0.711,1,
FILE03044454.png,568.2,921.5,778.0,1102.1,0.773,1,
FILE03057885.png,1021.7,261.4,1372.7,609.4,0.702,1,
FILE03057885.png,1288.7,169.8,1376.6,324.0,0.678,1,
FILE03057885.png,1054.5,255.3,1181.9,399.6,0.670,1,
FILE03071547.png,238.8,822.4,509.9,1133.2,0.802,1,
FILE03088891.png,1046.3,851.2,1295.2,1043.7,0.804,1,
FILE03093929.png,707.9,913.1,1012.5,1172.6,0.931,1,
FILE03099535.png,264.3,655.6,409.3,751.6,0.735,1,
FILE03099535.png,205.8,840.3,356.0,948.7,0.690,1,
FILE03125516.png,1125.4,924.4,1218.6,1018.7,0.862,1,
FILE03158660.png,986.8,917.6,1300.9,1351.8,0.848,1,
FILE03158660.png,1046.2,943.1,1246.8,1127.3,0.675,1,
FILE03165046.png,73.9,425.6,195.3,563.0,0.767,1,
FILE03169193.png,515.3,800.9,658.3,949.7,0.876,1,
FILE03181095.png,987.3,667.3,1279.5,1001.9,0.777,1,
FILE03188663.png,1026.1,509.8,1380.3,887.6,0.965,1,
FILE03197414.png,1.7,1055.6,172.6,1280.2,0.937,1,
FILE03209538.png,836.3,525.1,1070.4,762.3,0.675,1,
FILE03239539.png,413.3,541.9,614.0,765.7,0.752,1,
FILE03257416.png,25.9,594.8,258.2,828.0,0.938,1,
FILE03258664.png,3.4,842.9,124.2,1194.4,0.728,1,
FILE03265050.png,248.3,427.7,356.8,520.9,0.684,1,
FILE03268665.png,90.4,26.4,165.9,98.8,0.776,1,
FILE03268665.png,7.1,869.0,76.9,1151.8,0.764,1,
FILE03269195.png,757.7,781.9,834.6,892.2,0.767,1,
FILE0368760.png,783.6,751.2,864.5,816.1,0.681,1,
FILE0385763.png,696.3,749.8,1029.4,1187.4,0.909,1,
FILE0386386.png,1119.8,404.9,1241.3,543.4,0.776,1,
FILE0387387.png,5.6,598.9,275.8,779.8,0.686,1,
FILE0388388.png,174.6,637.2,310.3,776.4,0.771,1,
FILE0390765.png,845.1,774.2,1192.2,1130.1,0.827,1,
FILE0399768.png,201.6,550.2,554.2,942.9,0.868,1,
FILE0417394.png,89.1,502.0,155.2,578.0,0.663,1,
FILE0422769.png,876.9,904.8,1114.7,1149.6,0.890,1,
FILE0423770.png,729.8,816.5,1064.2,1228.0,0.822,1,
FILE0430772.png,560.9,880.3,669.5,1018.9,0.692,1,
FILE0430772.png,612.9,1076.5,776.2,1248.6,0.661,1,
FILE0443781.png,823.6,682.7,1002.1,873.3,0.714,1,
FILE0444402.png,1068.0,490.8,1353.4,1010.6,0.867,1,
FILE0444402.png,1098.4,906.7,1332.3,1164.9,0.710,1,
FILE0470149149149149149149.png,9.0,672.9,279.4,1032.1,0.792,1,
FILE0483150150150150150150.png,1219.9,572.1,1331.0,713.0,0.787,1,
FILE0485409.png,712.7,1169.7,831.8,1291.4,0.838,1,
FILE0485409.png,634.5,1434.2,764.2,1553.6,0.688,1,
FILE0485409.png,648.3,1337.0,726.7,1424.9,0.667,1,
FILE0490794.png,898.9,891.6,1014.8,1008.2,0.754,1,
FILE0491411.png,71.9,1565.7,219.2,1652.3,0.743,1,
FILE0491411.png,196.0,1324.9,316.8,1445.3,0.736,1,
FILE0494412.png,61.5,1561.6,214.5,1655.4,0.708,1,
FILE0494412.png,199.2,1329.0,315.9,1442.7,0.688,1,
FILE0495413.png,23.2,668.8,204.5,913.2,0.807,1,
FILE0495413.png,75.7,1554.9,220.8,1651.9,0.715,1,
FILE0513170170170170170170.png,1060.0,325.9,1380.6,671.7,0.823,1,
FILE0529804.png,1.2,360.9,187.0,543.4,0.785,1,
FILE0533178178178178178178.png,1303.2,299.2,1381.0,443.6,0.711,1,
FILE0533178178178178178178.png,1041.3,644.7,1308.8,849.3,0.671,1,
FILE0546187187187187187187.png,45.9,385.7,431.6,715.3,0.720,1,
FILE0546810.png,1131.7,748.2,1376.9,975.1,0.824,1,
FILE0546810.png,1058.7,971.0,1216.3,1096.9,0.788,1,
FILE0547188188188188188188.png,291.6,405.4,515.1,614.9,0.938,1,
