FILE003023112.png,923.7,688.9,1225.1,991.7,0.955,1,
FILE003023112.png,939.9,808.8,1101.6,953.9,0.508,1,
FILE003023112.png,1279.1,803.6,1325.0,854.6,0.408,1,
FILE003023112.png,1238.7,764.0,1346.1,894.2,0.253,1,
FILE003023516.png,175.7,622.4,422.7,849.8,0.273,1,
FILE003023516.png,300.5,687.5,408.0,828.2,0.157,1,
FILE003023516.png,156.8,680.4,276.4,805.4,0.143,1,
FILE003024902.png,3.8,1032.5,119.1,1189.4,0.662,1,
FILE003024902.png,7.4,843.0,233.1,1064.6,0.451,1,
FILE003024902.png,24.7,85.1,103.8,203.2,0.392,1,
FILE003024902.png,9.1,437.6,56.1,503.1,0.225,1,
FILE003024902.png,50.3,922.8,177.4,1035.1,0.079,1,
FILE003024902.png,20.0,9.8,198.5,241.9,0.070,1,
FILE003031785.png,349.7,812.4,550.6,976.3,0.224,1,
FILE003031785.png,334.9,462.1,454.0,561.0,0.060,1,
FILE003110589.png,175.9,639.6,259.5,733.7,0.377,1,
FILE003110589.png,132.8,592.8,296.9,786.4,0.076,1,
FILE003110589.png,11.8,801.0,410.5,1083.6,0.050,1,
FILE003116502.png,1141.4,542.4,1248.7,671.5,0.571,1,
FILE003116502.png,1112.9,530.0,1370.0,712.4,0.496,1,
FILE003116502.png,1053.4,738.6,1277.5,951.2,0.439,1,
FILE003116502.png,1081.3,825.7,1159.9,920.9,0.290,1,
FILE003116502.png,1148.8,774.9,1244.8,887.8,0.086,1,
FILE003123348.png,1299.3,1423.8,1380.2,1515.9,0.862,1,
FILE003123348.png,1069.6,456.9,1209.7,561.6,0.348,1,
FILE003123348.png,1323.3,1443.6,1372.0,1488.0,0.336,1,
FILE003123348.png,641.2,1057.1,688.5,1122.9,0.106,1,
FILE003125415.png,995.8,1017.5,1060.0,1060.5,0.156,1,
FILE003125415.png,1009.3,1014.1,1040.1,1035.8,0.073,1,
FILE003126159.png,171.0,784.5,549.5,1119.1,0.056,1,
FILE003128394.png,633.4,772.9,693.6,843.5,0.097,1,
FILE003129020.png,137.0,357.6,190.6,398.3,0.107,1,
FILE003129020.png,656.0,1030.3,799.2,1147.8,0.057,1,
FILE003129020.png,32.4,429.4,87.4,479.9,0.053,1,
FILE003129427.png,653.8,921.4,897.3,1130.0,0.832,1,
FILE003129427.png,1317.4,1335.0,1381.0,1465.3,0.508,1,
FILE003129427.png,545.7,853.0,1036.9,1245.0,0.360,1,
FILE003129427.png,1222.3,146.6,1368.4,305.5,0.122,1,
FILE003129427.png,650.9,1154.7,722.7,1219.7,0.111,1,
FILE003129427.png,662.5,988.7,760.9,1118.7,0.086,1,
FILE003129427.png,1255.8,169.9,1340.4,239.7,0.082,1,
FILE003129427.png,777.5,998.3,915.8,1137.6,0.060,1,
FILE003130139.png,982.2,1145.9,1138.3,1232.3,0.173,1,
FILE003130139.png,744.4,897.3,835.7,999.3,0.102,1,
FILE003130139.png,691.6,863.3,884.5,1048.5,0.096,1,
FILE003130139.png,677.0,915.0,1157.2,1238.1,0.075,1,
FILE003130139.png,683.9,1010.6,739.5,1078.0,0.064,1,
FILE003131786.png,735.7,1066.6,822.3,1190.3,0.795,1,
FILE003131786.png,686.7,744.7,802.0,860.9,0.774,1,
FILE003131786.png,754.4,1104.7,808.9,1154.5,0.590,1,
FILE003131786.png,981.9,1155.0,1099.0,1256.9,0.121,1,
FILE003131786.png,1027.8,1171.2,1077.8,1213.8,0.114,1,
FILE003131786.png,687.3,903.4,785.1,1036.4,0.061,1,
FILE003131786.png,764.9,846.5,859.6,974.9,0.060,1,
FILE003131786.png,1173.1,954.7,1267.1,1043.2,0.060,1,
FILE003131786.png,994.9,1212.1,1042.5,1245.3,0.056,1,
FILE003131786.png,649.2,679.5,851.9,928.4,0.054,1,
FILE003211500.png,2.2,662.6,128.0,852.7,0.053,1,
FILE003211500.png,1.0,94.5,42.5,158.8,0.051,1,
FILE003215044.png,260.8,446.3,624.3,843.1,0.871,1,
FILE003215044.png,322.6,524.6,426.1,640.6,0.605,1,
FILE003215044.png,336.2,546.3,393.5,600.6,0.093,1,
FILE003215044.png,307.5,632.2,484.4,814.5,0.091,1,
FILE003215044.png,408.8,500.3,596.6,695.5,0.064,1,
FILE003215044.png,512.5,684.8,626.9,805.5,0.060,1,
FILE003215044.png,39.0,720.2,226.7,871.6,0.057,1,
FILE003215044.png,328.0,565.2,460.1,718.9,0.053,1,
FILE003220241.png,920.5,533.7,1021.9,658.8,0.238,1,
FILE003220241.png,647.4,872.2,749.0,1008.2,0.132,1,
FILE003220241.png,807.8,1238.4,883.7,1336.6,0.065,1,
FILE003220579.png,14.7,27.2,98.6,119.7,0.283,1,
FILE003220579.png,481.1,629.2,547.1,696.4,0.162,1,
FILE003220579.png,52.7,161.2,150.5,281.3,0.147,1,
FILE003220579.png,420.8,894.4,779.8,1224.9,0.079,1,
FILE003220579.png,138.5,39.4,217.3,113.9,0.054,1,
FILE003228070.png,984.3,1016.7,1065.7,1100.6,0.475,1,
FILE003228070.png,1012.9,1032.6,1051.9,1066.9,0.253,1,
FILE003228070.png,973.4,517.7,1295.2,903.9,0.114,1,
FILE003228070.png,1091.0,637.9,1232.5,769.5,0.101,1,
FILE003228070.png,979.0,735.4,1093.8,854.5,0.081,1,
FILE003228070.png,921.2,683.4,1129.0,908.8,0.073,1,
FILE003228747.png,134.3,668.6,282.7,781.8,0.716,1,
FILE003228747.png,265.8,827.1,348.7,928.3,0.153,1,
FILE003228747.png,111.6,730.1,154.0,773.9,0.120,1,
FILE003228747.png,418.2,894.1,487.4,966.8,0.068,1,
FILE003229814.png,229.1,847.2,301.4,923.2,0.269,1,
FILE003229814.png,315.8,1126.3,437.5,1247.3,0.169,1,
FILE003230140.png,1075.4,638.2,1212.6,758.6,0.338,1,
FILE003230140.png,930.1,487.5,1362.6,821.4,0.069,1,
FILE003230140.png,913.2,757.2,1369.5,1047.3,0.052,1,
FILE003232158.png,2.2,662.6,128.0,852.7,0.053,1,
FILE003232158.png,1.0,94.5,42.5,158.8,0.051,1,
FILE03028326.png,836.8,752.2,956.5,875.2,0.289,1,
FILE03028326.png,735.7,514.5,922.1,738.9,0.150,1,
FILE03029183.png,320.7,475.5,439.6,591.3,0.306,1,
FILE03029183.png,480.2,764.5,678.8,939.5,0.194,1,
FILE03029183.png,476.9,651.5,588.0,771.1,0.145,1,
FILE03029183.png,304.2,457.9,537.5,669.7,0.099,1,
FILE03031331.png,2.0,359.2,67.0,535.1,0.618,1,
FILE03031331.png,1.0,1308.7,36.8,1383.0,0.282,1,
FILE03031331.png,230.5,562.1,452.7,775.8,0.203,1,
FILE03031331.png,1.9,321.0,217.4,549.8,0.187,1,
FILE03031331.png,1.6,423.5,39.4,503.5,0.051,1,
FILE03033927.png,236.8,568.4,316.0,643.2,0.072,1,
FILE03034453.png,1165.9,1469.4,1247.1,1577.2,0.468,1,
FILE03034453.png,777.1,804.7,984.0,1038.2,0.372,1,
FILE03034453.png,658.4,626.8,697.1,662.2,0.115,1,
FILE03034453.png,1137.9,122.3,1255.7,239.6,0.089,1,
FILE03034453.png,1181.7,1504.3,1226.2,1546.7,0.072,1,
FILE03034453.png,1359.9,268.0,1381.0,366.4,0.062,1,
FILE03034453.png,463.3,1241.0,521.9,1300.1,0.062,1,
FILE03035044.png,1239.6,622.0,1351.8,753.6,0.605,1,
FILE03035044.png,898.3,679.8,1114.5,830.9,0.533,1,
FILE03035044.png,847.4,687.4,916.5,761.3,0.333,1,
FILE03035044.png,864.6,558.7,1324.8,867.2,0.184,1,
FILE03035044.png,810.2,638.5,956.2,805.5,0.079,1,
FILE03035044.png,952.9,905.7,1000.4,949.8,0.064,1,
FILE03035044.png,1021.1,733.4,1162.7,845.2,0.055,1,
FILE03037884.png,376.9,1099.5,470.8,1189.6,0.618,1,
FILE03037884.png,5.1,139.9,201.3,347.6,0.094,1,
